participant,condition,task,correct_char_1,correct_char_2,correct_char_3,correct_char_4,correct_char_5,given_char_1,given_char_2,given_char_3,given_char_4,given_char_5,correct_bool_1,correct_bool_2,correct_bool_3,correct_bool_4,correct_bool_5,given_bool_1,given_bool_2,given_bool_3,given_bool_4,given_bool_5
14,4,70,q,c,k,s,l,,,,,,0,0,1,0,1,,,,,
14,4,71,l,n,g,n,t,,,,,,1,1,0,1,0,,,,,
14,4,72,r,m,b,f,v,,,,,,1,1,1,0,1,,,,,
14,4,73,m,z,f,t,w,,,,,,1,1,0,1,0,,,,,
14,4,74,l,r,g,p,n,,,,,,1,1,0,1,0,,,,,
14,5,75,q,c,q,h,g,,,,,,0,0,0,1,1,,,,,
14,5,76,j,v,x,j,t,,,,,,1,1,0,1,1,,,,,
14,5,77,s,l,z,c,v,,,,,,1,0,0,1,0,,,,,
14,5,78,k,d,x,k,b,,,,,,0,1,0,1,1,,,,,
14,5,79,z,z,h,s,g,,,,,,1,1,1,1,0,,,,,
14,5,80,x,r,k,b,b,,,,,,1,0,1,1,1,,,,,
14,5,81,t,c,k,c,j,,,,,,0,1,0,1,0,,,,,
14,5,82,p,d,c,w,p,,,,,,0,1,0,0,1,,,,,
14,5,83,v,f,x,d,d,,,,,,1,0,1,0,1,,,,,
14,5,84,x,f,c,x,d,,,,,,1,0,0,1,1,,,,,
14,5,85,l,d,k,r,c,,,,,,0,1,0,0,1,,,,,
14,5,86,j,b,x,s,d,,,,,,1,1,1,0,1,,,,,
14,5,87,v,d,j,x,t,,,,,,0,1,1,0,1,,,,,
14,5,88,n,r,t,b,l,,,,,,0,1,1,0,1,,,,,
14,5,89,n,g,r,f,l,,,,,,0,0,1,1,1,,,,,
14,5,90,p,q,m,m,q,,,,,,0,0,0,0,0,,,,,
14,5,91,j,v,b,z,q,,,,,,0,1,0,1,1,,,,,
14,5,92,v,w,m,s,g,,,,,,0,0,0,1,0,,,,,
