,participant,condition,hazard,hazard_type,tor_start,tor_end,tor_duration_ms,tor_intervened,tor_ttr_ms,tor_ttc_ms,tor_too_late_reaction,tor_no_reaction,tor_min_dist_hazard,tor_max_brake,tor_mean_brake,tor_mdn_brake,tor_max_steer,tor_mean_steer,tor_mdn_steer,tor_look_at_critical,tor_deactivated_critical,tor_deactivated_pedestrians,tor_pedestrians_max,warning_strategy,gaze_adaptivity,baseline
29,4,4,3,RollingWheel,2021-08-27 18:05:16.371,2021-08-27 18:05:25.609,9238.0,2021-08-27 18:05:18.921,2550.0,6688.0,0.0,0.0,2.7406568555731297,0.27776,0.028017491712707173,0.0,0.12066666666666667,0.044982504604051524,0.035,1,0,4,4,constant,no gaze,not baseline
30,4,4,4,Bus,2021-08-27 18:06:17.966,2021-08-27 18:06:25.827,7861.0,2021-08-27 18:06:19.095,1129.0,6732.0,0.0,0.0,3.4607080200444567,0.546868,0.06733929523809525,0.0,0.018333333333333333,0.009510052910052925,0.005,1,1,3,7,constant,no gaze,not baseline
31,4,4,5,RollingWheel,2021-08-27 18:07:22.732,2021-08-27 18:07:31.028,8296.0,2021-08-27 18:07:23.853,1121.0,7175.0,0.0,0.0,3.2802438933713436,0.472206,0.04834983577712609,0.0,0.105,0.036784946236559146,0.007,1,1,4,3,constant,no gaze,not baseline
32,4,4,6,RollingWheel,2021-08-27 18:08:15.001,2021-08-27 18:08:25.402,10401.0,2021-08-27 18:08:16.994,1993.0,8408.0,0.0,0.0,2.8769602013235995,0.22618400000000002,0.016426691176470592,0.0,0.08166666666666668,0.023250816993464103,0.017333333333333333,1,1,1,5,constant,no gaze,not baseline
33,4,4,7,Ball,2021-08-27 18:09:15.472,2021-08-27 18:09:24.703,9231.0,2021-08-27 18:09:17.449,1977.0,7254.0,0.0,0.0,4.074911041973792,0.349188,0.030640461942257217,0.0,0.11633333333333334,0.038556430446194244,0.026000000000000002,1,1,6,5,constant,no gaze,not baseline
34,4,4,8,Ball,2021-08-27 18:10:16.361,2021-08-27 18:10:25.266,8905.0,2021-08-27 18:10:17.939,1578.0,7327.0,0.0,0.0,3.6900135501106233,0.39681,0.053215379310344826,0.0,0.121,0.04151149425287358,0.024,1,1,3,7,constant,no gaze,not baseline
35,4,4,9,Bus,2021-08-27 18:11:20.593,2021-08-27 18:11:29.251,8658.0,2021-08-27 18:11:22.179,1586.0,7072.0,0.0,0.0,2.9620432137293387,0.380942,0.05853212753623193,0.0,0.0036666666666666666,0.002021256038647356,0.0006666666666666666,1,1,2,3,constant,no gaze,not baseline
36,4,5,1,RollingWheel,2021-08-27 17:49:23.460,2021-08-27 17:49:30.433,6973.0,2021-08-27 17:49:25.605,2145.0,4828.0,0.0,0.0,3.2994848082693147,0.0,0.0,0.0,0.15733333333333333,0.04878810408921936,0.015666666666666666,1,1,4,5,tor-only,no gaze,not baseline
37,4,5,2,Bus,2021-08-27 17:50:05.441,2021-08-27 17:50:14.377,8936.0,2021-08-27 17:50:07.035,1594.0,7342.0,0.0,0.0,2.8924902765610123,0.7421840000000001,0.1060029659090909,0.0,0.07133333333333333,0.016032196969696957,0.015333333333333334,1,1,3,7,tor-only,no gaze,not baseline
38,4,5,3,RollingWheel,2021-08-27 17:50:47.244,2021-08-27 17:50:57.436,10192.0,2021-08-27 17:50:49.181,1937.0,8255.0,0.0,0.0,2.748035662068456,0.1111,0.0054689927710843385,0.0,0.15166666666666667,0.020881927710843365,0.0016666666666666668,1,1,4,5,tor-only,no gaze,not baseline
39,4,5,4,Ball,2021-08-27 17:51:41.507,2021-08-27 17:51:49.079,7572.0,2021-08-27 17:51:42.937,1430.0,6142.0,0.0,0.0,2.7530710125240083,0.5703060000000001,0.06308005776173287,0.0,0.12966666666666668,0.05374729241877258,0.04466666666666667,1,1,6,7,tor-only,no gaze,not baseline
40,4,5,5,Ball,2021-08-27 17:52:40.624,2021-08-27 17:52:50.219,9595.0,2021-08-27 17:52:42.490,1866.0,7729.0,0.0,0.0,3.2413885913293146,0.349188,0.031221999999999993,0.0,0.13033333333333333,0.048728270042194065,0.03833333333333333,1,1,3,3,tor-only,no gaze,not baseline
41,4,5,6,RollingWheel,2021-08-27 17:53:38.561,2021-08-27 17:53:47.597,9036.0,2021-08-27 17:53:40.246,1685.0,7351.0,0.0,0.0,2.331051264987542,0.23412,0.021279046783625726,0.0,0.09966666666666667,0.021556530214424934,0.007666666666666667,1,1,4,5,tor-only,no gaze,not baseline
42,4,5,7,Ball,2021-08-27 17:54:32.683,2021-08-27 17:54:39.854,7171.0,2021-08-27 17:54:34.228,1545.0,5626.0,0.0,0.0,2.654524439518266,0.574212,0.06699317518248173,0.0,0.24733333333333332,0.08201703163017031,0.026833333333333334,1,1,3,3,tor-only,no gaze,not baseline
43,4,5,8,Bus,2021-08-27 17:55:32.637,2021-08-27 17:55:43.964,11327.0,2021-08-27 17:55:34.671,2033.9999999999998,9293.0,0.0,0.0,3.5082189213331763,0.43648400000000004,0.030820131067961155,0.0,0.021,0.005630258899676369,0.0003333333333333333,1,1,5,5,tor-only,no gaze,not baseline
44,4,5,9,Bus,2021-08-27 17:56:36.014,2021-08-27 17:56:46.336,10322.0,2021-08-27 17:56:38.191,2177.0,8145.0,0.0,0.0,3.144598543534616,0.400778,0.05576095811518325,0.0,0.024,0.005907504363001736,0.0026666666666666666,1,1,1,5,tor-only,no gaze,not baseline
45,5,1,1,RollingWheel,2021-08-30 09:33:29.625,2021-08-30 09:33:40.167,10542.0,2021-08-30 09:33:30.873,1248.0,9294.0,0.0,0.0,2.7796582523756457,0.5624939999999999,0.05554902654867251,0.0,0.15133333333333335,0.041126843657817054,0.031000000000000003,1,1,5,4,,,baseline
46,5,1,2,Bus,2021-08-30 09:34:30.996,2021-08-30 09:34:42.720,11724.0,2021-08-30 09:34:32.309,1313.0,10411.0,0.0,0.0,3.321821789319831,0.5624939999999999,0.12026831936127733,0.0,0.3506666666666666,0.04654091816367265,0.009333333333333334,1,1,1,5,,,baseline
47,5,1,3,Ball,2021-08-30 09:35:32.823,2021-08-30 09:35:44.438,11615.0,2021-08-30 09:35:34.154,1331.0,10284.0,0.0,0.0,2.7814564530116277,0.6601520000000001,0.11437300806451624,0.0,0.162,0.043270833333333474,0.04666666666666666,1,1,3,5,,,baseline
48,5,1,4,Ball,2021-08-30 09:36:32.219,2021-08-30 09:36:39.407,7188.0,2021-08-30 09:36:33.750,1531.0,5657.0,0.0,0.0,2.8668100739323674,0.585932,0.0926419025974026,0.0,0.5640000000000001,0.1753181818181819,0.06633333333333333,1,1,1,4,,,baseline
49,5,1,5,RollingWheel,2021-08-30 09:37:30.564,2021-08-30 09:37:39.030,8466.0,2021-08-30 09:37:31.230,666.0,7800.0,0.0,0.0,2.7346846253270143,0.546868,0.14920926704545476,0.0,0.129,0.035680871212121164,0.02,1,1,2,7,,,baseline
50,5,1,6,Bus,2021-08-30 09:38:10.650,2021-08-30 09:38:23.469,12819.0,2021-08-30 09:38:11.999,1349.0,11470.0,0.0,0.0,3.790118731649432,0.632808,0.18493007590132868,0.0,0.045000000000000005,0.02649272612270726,0.03066666666666667,1,1,2,5,,,baseline
51,5,1,7,Bus,2021-08-30 09:39:18.458,2021-08-30 09:39:26.837,8379.0,2021-08-30 09:39:19.966,1508.0,6871.0,0.0,0.0,3.3514922049737765,0.675776,0.15780345403899734,0.0,0.22366666666666665,0.05487093779015788,0.03333333333333333,1,1,4,7,,,baseline
52,5,1,8,RollingWheel,2021-08-30 09:40:20.685,2021-08-30 09:40:29.946,9261.0,2021-08-30 09:40:21.906,1221.0,8039.999999999999,0.0,0.0,2.7358545282964872,0.6015560000000001,0.17514436591478705,0.0,0.399,0.1169172932330829,0.06133333333333334,1,1,2,4,,,baseline
53,5,1,9,Ball,2021-08-30 09:41:21.686,2021-08-30 09:41:30.912,9226.0,2021-08-30 09:41:23.075,1389.0,7837.0,0.0,0.0,3.0465718438927563,0.7109340000000001,0.11833115000000002,0.0,0.24966666666666668,0.07739722222222233,0.06133333333333334,1,1,5,7,,,baseline
54,5,2,1,Bus,2021-08-30 10:04:30.559,2021-08-30 10:04:41.925,11366.0,2021-08-30 10:04:31.881,1322.0,10044.0,0.0,0.0,2.9461330587738224,0.605462,0.11885953579175706,0.0,0.009666666666666665,0.004099783080260313,0.0023333333333333335,1,1,3,5,constant,gaze,not baseline
55,5,2,2,RollingWheel,2021-08-30 10:05:30.389,2021-08-30 10:05:39.607,9218.0,2021-08-30 10:05:31.739,1350.0,7868.0,0.0,0.0,2.5402558926218344,0.70312,0.16071585128205126,0.0,0.2836666666666667,0.06149743589743591,0.0016666666666666668,1,1,2,5,constant,gaze,not baseline
56,5,2,3,Ball,2021-08-30 10:06:23.498,2021-08-30 10:06:35.719,12221.0,2021-08-30 10:06:24.747,1249.0,10972.0,0.0,0.0,3.5900557098741515,0.60937,0.10089462203023754,0.0,0.317,0.04584809215262784,0.033666666666666664,1,1,2,7,constant,gaze,not baseline
57,5,2,4,Bus,2021-08-30 10:07:27.334,2021-08-30 10:07:35.618,8284.0,2021-08-30 10:07:28.809,1475.0,6809.0,0.0,0.0,3.578742796010912,0.679682,0.11304889149560116,0.0,0.04066666666666666,0.03010459433040078,0.04066666666666666,1,1,2,5,constant,gaze,not baseline
58,5,2,5,RollingWheel,2021-08-30 10:08:29.076,2021-08-30 10:08:39.227,10151.0,2021-08-30 10:08:30.227,1151.0,9000.0,0.0,0.0,2.785246847229164,0.7421840000000001,0.15994657425742587,0.0,0.217,0.05419636963696373,0.04066666666666666,1,0,3,4,constant,gaze,not baseline
59,5,2,6,Ball,2021-08-30 10:09:29.661,2021-08-30 10:09:37.078,7417.0,2021-08-30 10:09:30.725,1064.0,6353.0,0.0,0.0,3.9132722879963193,0.687496,0.09979101935483872,0.0,0.19933333333333333,0.05785483870967741,0.033,1,1,4,5,constant,gaze,not baseline
60,5,2,7,Bus,2021-08-30 10:10:31.757,2021-08-30 10:10:42.948,11191.0,2021-08-30 10:10:32.980,1223.0,9968.0,0.0,0.0,2.9400680264238783,0.546868,0.16882912935323396,0.0,0.018000000000000002,0.010699004975124325,0.014833333333333334,1,1,1,5,constant,gaze,not baseline
61,5,2,8,RollingWheel,2021-08-30 10:11:34.273,2021-08-30 10:11:48.362,14089.0,2021-08-30 10:11:35.914,1641.0,12448.0,0.0,0.0,2.5877403270034858,0.6289,0.19041678388278438,0.0,0.09966666666666667,0.017072039072039077,0.0036666666666666666,1,1,3,5,constant,gaze,not baseline
62,5,2,9,Ball,2021-08-30 10:12:38.575,2021-08-30 10:12:47.949,9374.0,2021-08-30 10:12:39.896,1321.0,8053.000000000001,0.0,0.0,2.9228924030829515,0.617182,0.19908362666666649,0.0,0.143,0.02618488888888892,0.02033333333333333,1,1,1,3,constant,gaze,not baseline
63,5,3,1,Bus,2021-08-30 10:19:26.732,2021-08-30 10:19:40.869,14137.0,2021-08-30 10:19:27.859,1127.0,13010.0,0.0,0.0,2.9210956848415632,0.7148399999999999,0.20571911923076955,0.0,0.012666666666666666,0.006907692307692297,0.004333333333333333,1,1,3,5,tor-only,gaze,not baseline
64,5,3,2,RollingWheel,2021-08-30 10:20:15.958,2021-08-30 10:20:24.162,8204.0,2021-08-30 10:20:17.237,1279.0,6925.0,0.0,0.0,3.561179579858332,0.574212,0.13820695679012338,0.0,0.32266666666666666,0.07508024691358024,0.012833333333333334,1,0,2,4,tor-only,gaze,not baseline
65,5,3,3,Ball,2021-08-30 10:21:06.456,2021-08-30 10:21:22.597,16140.999999999998,2021-08-30 10:21:07.883,1427.0,14714.0,0.0,0.0,2.343074902772002,0.617182,0.2839228843930614,0.317448,0.206,0.024583333333333544,0.018333333333333333,1,1,2,5,tor-only,gaze,not baseline
66,5,3,4,Ball,2021-08-30 10:22:09.577,2021-08-30 10:22:17.513,7936.0,2021-08-30 10:22:10.600,1022.9999999999999,6913.0,0.0,0.0,4.570700165182572,0.613276,0.13279291638795987,0.0,0.20866666666666667,0.07265886287625413,0.036333333333333336,1,1,5,7,tor-only,gaze,not baseline
67,5,3,5,RollingWheel,2021-08-30 10:22:58.878,2021-08-30 10:23:07.602,8724.0,2021-08-30 10:23:00.572,1694.0,7030.0,0.0,0.0,2.596651690157925,0.617182,0.08226145152354569,0.0,0.23333333333333334,0.04870267774699908,0.0013333333333333333,1,1,2,3,tor-only,gaze,not baseline
68,5,3,6,Ball,2021-08-30 10:23:51.868,2021-08-30 10:24:02.939,11071.0,2021-08-30 10:23:53.034,1166.0,9905.0,0.0,0.0,2.2105655384991456,0.621088,0.2332717589285705,0.0,0.111,0.029832589285714306,0.029,1,1,1,3,tor-only,gaze,not baseline
69,5,3,7,Bus,2021-08-30 10:24:49.888,2021-08-30 10:25:00.470,10582.0,2021-08-30 10:24:51.085,1197.0,9385.0,0.0,0.0,2.9700168349691207,0.605462,0.10793296391752571,0.0,0.03166666666666666,0.007577319587628866,0.008,1,1,4,7,tor-only,gaze,not baseline
70,5,3,8,Bus,2021-08-30 10:25:53.061,2021-08-30 10:26:02.209,9148.0,2021-08-30 10:25:54.313,1252.0,7896.0,0.0,0.0,4.227398727349954,0.617182,0.0905057326478149,0.0,0.04666666666666666,0.020326478149100314,0.02666666666666667,1,1,1,1,tor-only,gaze,not baseline
71,5,3,9,RollingWheel,2021-08-30 10:26:54.405,2021-08-30 10:27:08.205,13800.0,2021-08-30 10:26:55.703,1298.0,12502.0,0.0,0.0,2.3305364189387854,0.6562439999999999,0.2263980493358644,0.0,0.10933333333333332,0.013857052498418737,0.0003333333333333333,1,1,3,5,tor-only,gaze,not baseline
72,5,4,1,Bus,2021-08-30 09:49:27.666,2021-08-30 09:49:41.271,13605.0,2021-08-30 09:49:28.968,1302.0,12303.0,0.0,0.0,3.2925673873134316,0.589838,0.18192421550094562,0.0,0.026000000000000002,0.012551984877126623,0.014333333333333333,1,1,2,5,constant,no gaze,not baseline
73,5,4,2,Ball,2021-08-30 09:50:32.490,2021-08-30 09:50:41.267,8777.0,2021-08-30 09:50:34.042,1552.0,7225.0,0.0,0.0,2.913588852257642,0.652338,0.09955582608695648,0.0,0.13666666666666666,0.02960676328502413,0.009000000000000001,1,1,7,7,constant,no gaze,not baseline
74,5,4,3,RollingWheel,2021-08-30 09:51:31.061,2021-08-30 09:51:39.218,8157.0,2021-08-30 09:51:32.427,1366.0,6791.0,0.0,0.0,2.15127868952398,0.558588,0.09267786781609194,0.0,0.312,0.08596551724137926,0.066,1,1,0,1,constant,no gaze,not baseline
75,5,4,4,Ball,2021-08-30 09:52:26.713,2021-08-30 09:52:42.710,15997.0,2021-08-30 09:52:27.946,1233.0,14764.0,0.0,0.0,1.8513238506539107,0.617182,0.24681175333333413,0.0,0.030333333333333334,0.0066411111111111115,0.007333333333333333,1,1,8,6,constant,no gaze,not baseline
76,5,4,5,Ball,2021-08-30 09:53:34.561,2021-08-30 09:53:43.592,9031.0,2021-08-30 09:53:35.756,1195.0,7836.0,0.0,0.0,3.8600518131237562,0.632808,0.1896301390374332,0.0,0.38366666666666666,0.06257397504456332,0.01633333333333333,1,1,7,8,constant,no gaze,not baseline
77,5,4,6,Bus,2021-08-30 09:54:25.581,2021-08-30 09:54:37.386,11805.0,2021-08-30 09:54:26.848,1267.0,10538.0,0.0,0.0,2.7621911592067683,0.582024,0.2066049318681322,0.0,0.015666666666666666,0.009989743589743555,0.012,1,1,3,5,constant,no gaze,not baseline
78,5,4,7,RollingWheel,2021-08-30 09:55:24.337,2021-08-30 09:55:34.036,9699.0,2021-08-30 09:55:25.770,1433.0,8266.0,0.0,0.0,2.3205387305537517,0.578118,0.10696598484848477,0.0,0.08266666666666667,0.015799663299663293,0.006,1,1,2,5,constant,no gaze,not baseline
79,5,4,8,RollingWheel,2021-08-30 09:56:24.242,2021-08-30 09:56:34.860,10618.0,2021-08-30 09:56:26.290,2048.0,8570.0,0.0,0.0,2.930273024822089,0.5937439999999999,0.09267084988452659,0.0,0.062000000000000006,0.01494688221709009,0.016,1,1,6,5,constant,no gaze,not baseline
80,5,4,9,Bus,2021-08-30 09:57:20.099,2021-08-30 09:57:29.248,9149.0,2021-08-30 09:57:21.657,1558.0,7591.0,0.0,0.0,3.7545305964927165,0.605462,0.10556145403899721,0.0,0.044333333333333336,0.017815227483751105,0.026000000000000002,1,1,3,6,constant,no gaze,not baseline
81,5,5,1,Ball,2021-08-30 09:19:06.417,2021-08-30 09:19:21.003,14586.0,2021-08-30 09:19:08.814,2397.0,12189.0,0.0,0.0,1.8652613757862448,0.5390560000000001,0.06905188311688308,0.0,0.035333333333333335,0.018623376623376705,0.03066666666666667,1,1,1,4,tor-only,no gaze,not baseline
82,5,5,2,Bus,2021-08-30 09:20:10.339,2021-08-30 09:20:21.105,10766.0,2021-08-30 09:20:11.390,1051.0,9715.0,0.0,0.0,3.110016077128863,0.574212,0.18442618303571465,0.0,0.035333333333333335,0.019096726190476133,0.024333333333333332,1,1,2,5,tor-only,no gaze,not baseline
83,5,5,3,RollingWheel,2021-08-30 09:21:16.224,2021-08-30 09:21:27.573,11349.0,2021-08-30 09:21:19.418,3194.0,8154.999999999999,0.0,0.0,2.664225966392483,0.765622,0.2772661330561333,0.0,0.23433333333333334,0.04486902286902289,0.03066666666666667,1,1,2,3,tor-only,no gaze,not baseline
84,5,5,4,RollingWheel,2021-08-30 09:22:15.793,2021-08-30 09:22:25.088,9295.0,2021-08-30 09:22:17.019,1226.0,8069.000000000001,0.0,0.0,4.1261725606183886,0.6835899999999999,0.23624652291105105,0.0,0.32133333333333336,0.07291374663072774,0.03333333333333333,1,1,2,5,tor-only,no gaze,not baseline
85,5,5,5,Ball,2021-08-30 09:23:14.334,2021-08-30 09:23:26.197,11863.0,2021-08-30 09:23:15.533,1199.0,10664.0,0.0,0.0,1.880026595556564,0.617182,0.12322797033898304,0.0,0.07566666666666667,0.013868644067796688,0.003,1,1,7,4,tor-only,no gaze,not baseline
86,5,5,6,Bus,2021-08-30 09:24:19.531,2021-08-30 09:24:31.265,11734.0,2021-08-30 09:24:20.822,1291.0,10443.0,0.0,0.0,3.0037476591751227,0.605462,0.1309128559139785,0.0,0.033,0.014632258064516191,0.015333333333333334,1,1,0,3,tor-only,no gaze,not baseline
87,5,5,7,RollingWheel,2021-08-30 09:25:18.309,2021-08-30 09:25:30.795,12486.0,2021-08-30 09:25:19.531,1222.0,11264.0,0.0,0.0,3.033562262423476,0.5390560000000001,0.12677077586206886,0.0,0.1673333333333333,0.031956178160919536,0.0036666666666666666,1,1,5,7,tor-only,no gaze,not baseline
